Package                           Size (KB)        Status
libpresage-data                     12,276      installed
ubuntu-touch-sounds                 12,551      installed
libqtgui4                           12,605      installed
language-pack-gnome-es-base         13,142      installed
libc6-dev                           13,227      installed
language-pack-pt-base               13,306      installed
binutils                            13,332      installed
locales                             13,684      installed
mythes-de-ch                        14,161      installed
mythes-de                           14,161      installed
example-content                     14,370      installed
ubuntu-mobile-icons                 14,456      installed
language-pack-gnome-fr-base         14,638      installed
libstdc++-5-dev                     15,264      installed
libgs9                              15,843      installed
iso-codes                           16,035      installed
language-pack-gnome-de-base         16,063      installed
ubuntu-wallpapers-xenial            16,353      installed
ubiquity                            17,023      installed
language-pack-gnome-pt-base         17,106      installed
perl-modules-5.22                   17,260      installed
fonts-arphic-ukai                   17,282      installed
snapd                               18,536      installed
systemd                             18,776      installed
onboard-data                        19,668      installed
libperl5.22                         20,364      installed
humanity-icon-theme                 20,744      installed
fonts-arphic-uming                  21,049      installed
mythes-en-au                        21,114      installed
cpp-5                               21,392      installed
mythes-en-us                        21,495      installed
samba-libs                          22,050      installed
g++-5                               22,855      installed
git                                 23,496      installed
gcc-5                               23,656      installed
libreoffice-calc                    23,738      installed
mozc-server                         23,873      installed
libreoffice-help-en-gb              24,603      installed
libreoffice-help-en-us              24,624      installed
fonts-nanum                         24,732      installed
libc6-dbg                           24,954      installed
tegaki-zinnia-japanese              25,544      installed
libreoffice-writer                  25,997      installed
libreoffice-help-pt-br              27,008      installed
libreoffice-help-pt                 27,051      installed
libreoffice-help-it                 27,484      installed
libreoffice-help-es                 27,503      installed
libreoffice-help-de                 27,800      installed
libreoffice-help-fr                 28,110      installed
libreoffice-help-zh-cn              29,689      installed
libreoffice-help-zh-tw              29,838      installed
libicu55                            30,094      installed
libreoffice-help-ru                 32,518      installed
libwebkit2gtk-4.0-37-gtk2           34,751      installed
libwebkit2gtk-4.0-37                36,532      installed
libqt5webkit5                       37,966      installed
libllvm3.8                          40,660      installed
app-install-data                    45,266      installed
gnome-user-guide                    46,595      installed
linux-image-4.4.0-21-generic        54,123      installed
ubuntu-docs                         65,790      installed
linux-headers-4.4.0-21              68,582      installed
libreoffice-common                  82,754      installed
thunderbird                         91,230      installed
liboxideqtcore0                     99,072      installed
firefox                            104,729      installed
libgl1-mesa-dri                    108,164      installed
libreoffice-core                   110,164      installed
fonts-noto-cjk                     112,297      installed
linux-firmware                     119,322      installed
linux-image-extra-4.4.0-21-generic  157,990      installed
